cohortGo,feature,e_nr,ne_nr,e_r,ne_r,events,no_events,responders,non_responders,total_patients,direction,fisher_pval,or,ci_low,ci_high,group,ct,no_dcb,dcb,type,p_bh,p_by,mechanism
Prostate ## Anti-AR,rna_geneset_HALLMARK_OXIDATIVE_PHOSPHORYLATION_lt75_and_rna_geneset_HALLMARK_WNT_BETA_CATENIN_SIGNALING_gt50,24,34,0,21,24,55,21,58,79,Non-Response,0.000171866665395001,0,0,0.312045398201056,mechanism,79,58,21,combination,0.00897404497748759,0.112859877263314,Anti-AR
Pan-Cancer ## Alkaloid ## Platinum,cn_simple_chr11_q_gt75,9,12,0,27,9,39,27,21,48,Non-Response,0.00017526017307999,0,0,0.279960117089177,mechanism,48,21,27,univariate,0.00901647378126319,0.113393472715371,Alkaloid/Platinum
Pan-Cancer ## Pyrimidine (ant)agonist,cn_simple_chr13_q_gt25,64,9,22,18,86,27,40,73,113,Non-Response,0.000175101438928954,0.175058975843063,0.0597122934642199,0.479386914994917,mechanism,113,73,40,univariate,0.00901647378126319,0.113393472715371,Pyrimidine (ant)agonist
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_10_lt75,13,1,4,13,17,14,17,14,31,Non-Response,0.000175784584598853,0.0280280090174463,0.000526019800204402,0.279578532079964,mechanism,37,17,20,univariate,0.00901647378126319,0.113393472715371,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_6_lt75,13,1,4,13,17,14,17,14,31,Non-Response,0.000175784584598853,0.0280280090174463,0.000526019800204402,0.279578532079964,mechanism,37,17,20,univariate,0.00901647378126319,0.113393472715371,Anti-CTLA-4/Anti-PD-1
Pan-Cancer ## Alkaloid ## Platinum,cn_simple_chr10_q_gt25_and_cn_simple_chr11_q_gt75,9,12,0,27,9,39,27,21,48,Non-Response,0.00017526017307999,0,0,0.279960117089177,mechanism,48,21,27,combination,0.00901647378126319,0.113393472715371,Alkaloid/Platinum
Pan-Cancer ## Alkaloid ## Platinum,cn_simple_chr11_q_gt75_and_cn_simple_chr3_p_gt25,9,12,0,27,9,39,27,21,48,Non-Response,0.00017526017307999,0,0,0.279960117089177,mechanism,48,21,27,combination,0.00901647378126319,0.113393472715371,Alkaloid/Platinum
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_UNFOLDED_PROTEIN_RESPONSE_lt50_and_rna_geneset_KEGG_P53_SIGNALING_PATHWAY_lt75,38,60,8,58,46,118,66,98,164,Non-Response,0.000174285299222924,0.219708687622617,0.0814461318594251,0.530040240744445,mechanism,164,98,66,combination,0.00901647378126319,0.113393472715371,Platinum/Pyrimidine (ant)agonist
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_immune_checkpoint_genes_lt75_or_rna_geneset_gene_set_t_cell_gep_10_lt75,13,1,4,13,17,14,17,14,31,Non-Response,0.000175784584598853,0.0280280090174463,0.000526019800204402,0.279578532079964,mechanism,31,14,17,combination,0.00901647378126319,0.113393472715371,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_immune_checkpoint_genes_lt75_or_rna_geneset_gene_set_t_cell_gep_6_lt75,13,1,4,13,17,14,17,14,31,Non-Response,0.000175784584598853,0.0280280090174463,0.000526019800204402,0.279578532079964,mechanism,31,14,17,combination,0.00901647378126319,0.113393472715371,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_10_lt75_and_rna_geneset_gene_set_t_cell_gep_6_lt75,13,1,4,13,17,14,17,14,31,Non-Response,0.000175784584598853,0.0280280090174463,0.000526019800204402,0.279578532079964,mechanism,31,14,17,combination,0.00901647378126319,0.113393472715371,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_10_lt75_or_rna_geneset_gene_set_t_cell_gep_6_lt75,13,1,4,13,17,14,17,14,31,Non-Response,0.000175784584598853,0.0280280090174463,0.000526019800204402,0.279578532079964,mechanism,31,14,17,combination,0.00901647378126319,0.113393472715371,Anti-CTLA-4/Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_gene_set_immune_checkpoint_genes_lt50,79,112,24,94,103,206,118,191,309,Non-Response,0.000177181313216882,0.363135286563528,0.203026074697941,0.633178283376783,mechanism,409,247,162,univariate,0.00905668882943684,0.113899227412657,Anti-PD-1
Pan-Cancer ## Anti-PD-1,rna_geneset_Immune_Checkpoint_lt50,79,112,24,94,103,206,118,191,309,Non-Response,0.000177181313216882,0.363135286563528,0.203026074697941,0.633178283376783,mechanism,409,247,162,univariate,0.00905668882943684,0.113899227412657,Anti-PD-1
Pan-Cancer ## Aromatase inhibitor,cn_simple_chr3_p_gt50_or_rna_geneset_HALLMARK_XENOBIOTIC_METABOLISM_lt50,28,3,12,16,40,19,28,31,59,Non-Response,0.000181280727225825,0.084405497103985,0.0132942773400285,0.369692080534519,mechanism,59,31,28,combination,0.00920258622711979,0.115734070277479,Aromatase inhibitor
Pan-Cancer ## Aromatase inhibitor,cn_simple_chr3_q_gt25_or_rna_geneset_HALLMARK_ANDROGEN_RESPONSE_lt50,28,3,12,16,40,19,28,31,59,Non-Response,0.000181280727225825,0.084405497103985,0.0132942773400285,0.369692080534519,mechanism,59,31,28,combination,0.00920258622711979,0.115734070277479,Aromatase inhibitor
Pan-Cancer ## Pyrimidine (ant)agonist,rna_geneset_battle_tgfb_caf_Lrrc15_Fibroblasts_gt25_and_rna_geneset_KEGG_RIBOSOME_gt50,35,29,5,28,40,57,33,64,97,Non-Response,0.000181947893963462,0.15089311179637,0.0402858563693918,0.463658533519278,mechanism,97,64,33,combination,0.00921631266749875,0.115906697490772,Pyrimidine (ant)agonist
Pan-Cancer ## Pyrimidine (ant)agonist,rna_geneset_gene_set_tgfb_caf_Lrrc15_Fibroblasts_gt25_and_rna_geneset_KEGG_RIBOSOME_gt50,35,29,5,28,40,57,33,64,97,Non-Response,0.000181947893963462,0.15089311179637,0.0402858563693918,0.463658533519278,mechanism,97,64,33,combination,0.00921631266749875,0.115906697490772,Pyrimidine (ant)agonist
Pan-Cancer ## Pyrimidine (ant)agonist,cn_simple_chr22_q_gt25_or_rna_geneset_KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT_lt25,55,9,16,17,71,26,33,64,97,Non-Response,0.000182260060694708,0.15766288057286,0.0509628439935881,0.455033557816437,mechanism,97,64,33,combination,0.00922637650960091,0.116033262934482,Pyrimidine (ant)agonist
Pan-Cancer ## Pyrimidine (ant)agonist,cn_simple_chr22_q_gt50_or_rna_geneset_KEGG_RIBOSOME_gt50,52,12,14,19,66,31,33,64,97,Non-Response,0.000184425817385844,0.173788511674217,0.0601743923675782,0.475987417884346,mechanism,97,64,33,combination,0.00933020194626741,0.117338998092751,Pyrimidine (ant)agonist
Pan-Cancer ## Multikinase inhibitor,cn_simple_chr17_p_lt75_or_purity_polyclonalProportion_gt25,107,3,51,13,158,16,64,110,174,Non-Response,0.00018949776554639,0.11145576266422,0.0195153579943918,0.430128606713003,mechanism,174,110,64,combination,0.00956893095723973,0.120341314990551,Multikinase inhibitor
Prostate ## Anti-AR,rna_geneset_KEGG_PARKINSONS_DISEASE_lt75_or_rna_geneset_KEGG_TGF_BETA_SIGNALING_PATHWAY_gt25,52,6,10,11,62,17,21,58,79,Non-Response,0.00019660301248116,0.109145086694821,0.0261934574253874,0.405871503847803,mechanism,79,58,21,combination,0.00983607896104974,0.12370103638673,Anti-AR
Pan-Cancer ## Taxane,rna_geneset_CELL_PROLIFERATION_GO_0008283_lt50_or_rna_geneset_KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS_gt75,58,9,21,19,79,28,40,67,107,Non-Response,0.000198310743543456,0.17482505967677,0.0594672578285905,0.478834570851697,mechanism,107,67,40,combination,0.0099154152148459,0.12469878933854,Taxane
Pan-Cancer ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_EMT2_lt25,13,6,2,20,15,26,22,19,41,Non-Response,0.00020137001267797,0.0509673117425306,0.00441214133008168,0.313021512573191,mechanism,50,24,26,univariate,0.0100375111347065,0.126234298750894,Anti-CTLA-4/Anti-PD-1
Pan-Cancer ## Taxane,rna_geneset_KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS_gt25,62,5,25,15,87,20,40,67,107,Non-Response,0.000208682132391702,0.137315816049814,0.0351337015864547,0.450114362144856,mechanism,120,77,43,univariate,0.0102876874007668,0.129380579246767,Taxane
Pan-Cancer ## Taxane,rna_geneset_KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS_gt25_or_rna_geneset_KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS_gt75,62,5,25,15,87,20,40,67,107,Non-Response,0.000208682132391702,0.137315816049814,0.0351337015864547,0.450114362144856,mechanism,107,67,40,combination,0.0102876874007668,0.129380579246767,Taxane
Pan-Cancer ## Taxane,rna_geneset_KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS_gt25_or_rna_geneset_KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS_gt75,62,5,25,15,87,20,40,67,107,Non-Response,0.000208682132391702,0.137315816049814,0.0351337015864547,0.450114362144856,mechanism,107,67,40,combination,0.0102876874007668,0.129380579246767,Taxane
Prostate ## Anti-AR,rna_geneset_HALLMARK_WNT_BETA_CATENIN_SIGNALING_gt50_and_rna_geneset_KEGG_PARKINSONS_DISEASE_lt75,23,35,0,21,23,56,21,58,79,Non-Response,0.000208496996361692,0,0,0.335537593568647,mechanism,79,58,21,combination,0.0102876874007668,0.129380579246767,Anti-AR
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_KEGG_RIBOSOME_lt25_and_signature_log_DBS_denovo_5_eq0,31,67,5,61,36,128,66,98,164,Non-Response,0.000209517096796435,0.178802049782867,0.051014400360762,0.504348425849105,mechanism,164,98,66,combination,0.0102921634153797,0.129436870747546,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_KEGG_RIBOSOME_lt25_and_signature_log_SBS_denovo_26_eq0,31,67,5,61,36,128,66,98,164,Non-Response,0.000209517096796435,0.178802049782867,0.051014400360762,0.504348425849105,mechanism,164,98,66,combination,0.0102921634153797,0.129436870747546,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_KEGG_RIBOSOME_lt25_and_signature_log_SBS20_eq0,31,67,5,61,36,128,66,98,164,Non-Response,0.000209517096796435,0.178802049782867,0.051014400360762,0.504348425849105,mechanism,164,98,66,combination,0.0102921634153797,0.129436870747546,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Anti-PD-1,rna_geneset_KEGG_DRUG_METABOLISM_CYTOCHROME_P450_gt75,32,159,4,114,36,273,118,191,309,Non-Response,0.000209684036000452,0.175109488100048,0.043774339229623,0.513601627708415,mechanism,409,247,162,univariate,0.0102941439871985,0.129461778923619,Anti-PD-1
Pan-Cancer ## Pyrimidine (ant)agonist,cn_simple_chr11_p_gt25_or_cn_simple_chr22_q_gt50,63,10,21,19,84,29,40,73,113,Non-Response,0.000210403113493318,0.178654134987538,0.0631240435514284,0.476668985305069,mechanism,113,73,40,combination,0.0103107671632871,0.12967083622362,Pyrimidine (ant)agonist
Prostate ## Anti-AR,chord_BRCA1_gt0_or_rna_geneset_KEGG_TGF_BETA_SIGNALING_PATHWAY_gt25,33,25,2,19,35,44,21,58,79,Non-Response,0.000212360875704035,0.0820898719800212,0.00850314227473681,0.390657042048362,mechanism,79,58,21,combination,0.0103410208814184,0.130051314694992,Anti-AR
Prostate ## Anti-AR,rna_geneset_HALLMARK_WNT_BETA_CATENIN_SIGNALING_gt50_or_rna_geneset_KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM_gt50,33,25,2,19,35,44,21,58,79,Non-Response,0.000212360875704035,0.0820898719800212,0.00850314227473681,0.390657042048362,mechanism,79,58,21,combination,0.0103410208814184,0.130051314694992,Anti-AR
Prostate ## Anti-AR,rna_geneset_KEGG_ASTHMA_gt50_or_rna_geneset_KEGG_TGF_BETA_SIGNALING_PATHWAY_gt25,33,25,2,19,35,44,21,58,79,Non-Response,0.000212360875704035,0.0820898719800212,0.00850314227473681,0.390657042048362,mechanism,79,58,21,combination,0.0103410208814184,0.130051314694992,Anti-AR
Prostate ## Anti-AR,rna_geneset_KEGG_COMPLEMENT_AND_COAGULATION_CASCADES_gt25_or_rna_geneset_KEGG_TGF_BETA_SIGNALING_PATHWAY_gt25,33,25,2,19,35,44,21,58,79,Non-Response,0.000212360875704035,0.0820898719800212,0.00850314227473681,0.390657042048362,mechanism,79,58,21,combination,0.0103410208814184,0.130051314694992,Anti-AR
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_ADIPOGENESIS_lt50_and_signature_log_SBS_denovo_26_eq0,56,42,18,48,74,90,66,98,164,Non-Response,0.000213447389657642,0.283523712457536,0.134661209969147,0.578425529566538,mechanism,164,98,66,combination,0.0103507660791987,0.130173872786483,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_ADIPOGENESIS_lt50_and_signature_log_SBS20_eq0,56,42,18,48,74,90,66,98,164,Non-Response,0.000213447389657642,0.283523712457536,0.134661209969147,0.578425529566538,mechanism,164,98,66,combination,0.0103507660791987,0.130173872786483,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Anti-PD-1,rna_geneset_battle_tcell_gzmk_cd8_lt75,130,61,55,63,185,124,118,191,309,Non-Response,0.000215106334006204,0.410887586287594,0.248492415423508,0.675569522747362,mechanism,409,247,162,univariate,0.0104187845387968,0.131029290273372,Anti-PD-1
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_KEGG_P53_SIGNALING_PATHWAY_lt75_and_signature_log_SBS_denovo_26_eq0,54,44,17,49,71,93,66,98,164,Non-Response,0.000216689174421231,0.284977315891614,0.134031840888648,0.585292620139239,mechanism,164,98,66,combination,0.0104829593521402,0.131836369085158,Platinum/Pyrimidine (ant)agonist
Lung NSCLC ## Anti-PD-1,neo_ct_lt75,23,21,1,20,24,41,21,44,65,Non-Response,0.000217280488726177,0.0474790532363892,0.00106184371353997,0.348289060859496,mechanism,67,45,22,univariate,0.0105053145720782,0.132117514029798,Anti-PD-1
Pan-Cancer ## Anti-PD-1,purity_tmbPerMb_lt75_and_rna_geneset_KEGG_RENIN_ANGIOTENSIN_SYSTEM_gt50,50,141,11,107,61,248,118,191,309,Non-Response,0.000220511176210212,0.290949960080845,0.13020067877579,0.60008113654063,mechanism,309,191,118,combination,0.0106393698010172,0.13380342676174,Anti-PD-1
Breast ER+/HER- ## Aromatase inhibitor,cn_simple_chr11_q_gt50_or_cn_simple_chr15_q_gt50,20,4,12,23,32,27,35,24,59,Non-Response,0.000223932685860741,0.108994434124678,0.0219441329729839,0.423990148490486,mechanism,59,24,35,combination,0.0107526642681254,0.135228246860649,Aromatase inhibitor
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_ADIPOGENESIS_lt25_or_rna_geneset_KEGG_CARDIAC_MUSCLE_CONTRACTION_lt50,61,37,21,45,82,82,66,98,164,Non-Response,0.000224112494006849,0.285377511115192,0.138253258244409,0.574517571562453,mechanism,164,98,66,combination,0.0107526642681254,0.135228246860649,Platinum/Pyrimidine (ant)agonist
Pan-Cancer ## Pyrimidine (ant)agonist,rna_geneset_battle_tgfb_caf_Lrrc15_Fibroblasts_gt25_and_rna_geneset_KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT_lt25,19,45,0,33,19,78,33,64,97,Non-Response,0.000224446441690658,0,0,0.323508857075729,mechanism,97,64,33,combination,0.0107526642681254,0.135228246860649,Pyrimidine (ant)agonist
Pan-Cancer ## Pyrimidine (ant)agonist,rna_geneset_gene_set_tgfb_caf_Lrrc15_Fibroblasts_gt25_and_rna_geneset_KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT_lt25,19,45,0,33,19,78,33,64,97,Non-Response,0.000224446441690658,0,0,0.323508857075729,mechanism,97,64,33,combination,0.0107526642681254,0.135228246860649,Pyrimidine (ant)agonist
Pan-Cancer ## Taxane,rna_geneset_KEGG_CHRONIC_MYELOID_LEUKEMIA_lt50_and_rna_geneset_KEGG_CITRATE_CYCLE_TCA_CYCLE_gt50,36,31,7,33,43,64,40,67,107,Non-Response,0.000225220818148452,0.185628197069198,0.0605193127511971,0.50397570057094,mechanism,107,67,40,combination,0.0107834083007368,0.135614891651911,Taxane
Pan-Cancer ## Anti-EGFR,rna_geneset_KEGG_COLORECTAL_CANCER_lt50_or_rna_geneset_KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM_lt75,32,0,10,7,42,7,17,32,49,Non-Response,0.000226401254734194,0,0,0.272659185623737,mechanism,49,32,17,combination,0.0108208087058408,0.136085248680456,Anti-EGFR
Pan-Cancer ## Anti-EGFR,rna_geneset_KEGG_COLORECTAL_CANCER_lt50_or_rna_geneset_KEGG_NON_SMALL_CELL_LUNG_CANCER_lt75,32,0,10,7,42,7,17,32,49,Non-Response,0.000226401254734194,0,0,0.272659185623737,mechanism,49,32,17,combination,0.0108208087058408,0.136085248680456,Anti-EGFR
Pan-Cancer ## Anti-EGFR,rna_geneset_KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM_lt75_or_rna_geneset_KEGG_VEGF_SIGNALING_PATHWAY_lt75,32,0,10,7,42,7,17,32,49,Non-Response,0.000226401254734194,0,0,0.272659185623737,mechanism,49,32,17,combination,0.0108208087058408,0.136085248680456,Anti-EGFR
Pan-Cancer ## Multikinase inhibitor,clin_age_lt25_or_purity_polyclonalProportion_gt25,78,32,27,37,105,69,64,110,174,Non-Response,0.000227288558806039,0.301642842824875,0.149335315183809,0.59910788818886,mechanism,174,110,64,combination,0.0108504595081457,0.136458144728703,Multikinase inhibitor
Prostate ## Anti-AR,purity_svTMB_gt75_or_rna_geneset_KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM_gt50,39,19,4,17,43,36,21,58,79,Non-Response,0.000231028405495604,0.118140872024867,0.0253425831487137,0.427931308408037,mechanism,79,58,21,combination,0.0110031507547669,0.138378428769632,Anti-AR
Pan-Cancer ## Pyrimidine (ant)agonist,cn_simple_chr13_q_gt25_or_cn_simple_chr18_p_gt25,69,4,27,13,96,17,40,73,113,Non-Response,0.000231617812838905,0.122984162668397,0.0268137912400514,0.44302073841011,mechanism,113,73,40,combination,0.0110150901234221,0.138528581313374,Pyrimidine (ant)agonist
Pan-Cancer ## Multikinase inhibitor,drivers_total_gt50,38,72,6,58,44,130,64,110,174,Non-Response,0.000234887853267974,0.19763865515233,0.0638069525745042,0.515298246581234,mechanism,174,110,64,univariate,0.0111111964815755,0.139737239372546,Multikinase inhibitor
Pan-Cancer ## Multikinase inhibitor,drivers_pathway_perplexity_total_gt75_or_drivers_total_gt50,38,72,6,58,44,130,64,110,174,Non-Response,0.000234887853267974,0.19763865515233,0.0638069525745042,0.515298246581234,mechanism,174,110,64,combination,0.0111111964815755,0.139737239372546,Multikinase inhibitor
Pan-Cancer ## Multikinase inhibitor,rna_geneset_HALLMARK_TNFA_SIGNALING_VIA_NFKB_gt25_and_rna_geneset_KEGG_ERBB_SIGNALING_PATHWAY_gt75,17,64,0,49,17,113,49,81,130,Non-Response,0.000234937044143572,0,0,0.339467998875617,mechanism,130,81,49,combination,0.0111111964815755,0.139737239372546,Multikinase inhibitor
Pan-Cancer ## Anti-PD-1,clin_biopsy_site_Liver,51,196,12,150,63,346,162,247,409,Non-Response,0.000235302290567546,0.308226910517231,0.144263103639565,0.611893212599358,mechanism,409,247,162,univariate,0.0111252346152084,0.139913786519657,Anti-PD-1
Kidney ## Multikinase inhibitor,rna_geneset_KEGG_CITRATE_CYCLE_TCA_CYCLE_lt50_or_rna_geneset_KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY_gt75,22,3,8,15,30,18,23,25,48,Non-Response,0.00023886390677881,0.0777814390804042,0.0113758417473616,0.372154681802445,mechanism,48,25,23,combination,0.0112576213085278,0.14157871532231,Multikinase inhibitor
Pan-Cancer ## Multikinase inhibitor,clin_age_lt25_or_rna_geneset_KEGG_PARKINSONS_DISEASE_lt75,64,17,23,26,87,43,49,81,130,Non-Response,0.00023932392255875,0.237934467567383,0.100512498742366,0.546505006495651,mechanism,130,81,49,combination,0.0112662394789252,0.141687099630136,Multikinase inhibitor
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_KEGG_CARDIAC_MUSCLE_CONTRACTION_lt50_and_rna_geneset_KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION_lt75,57,41,19,47,76,88,66,98,164,Non-Response,0.000240468654864338,0.293074134461479,0.140447086638993,0.594249813890606,mechanism,164,98,66,combination,0.0112907081558278,0.141994823948317,Platinum/Pyrimidine (ant)agonist
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_immune_checkpoint_genes_lt75,12,2,3,14,15,16,17,14,31,Non-Response,0.000244416557991519,0.0420178788332547,0.0030136717224629,0.317874769435824,mechanism,37,17,20,univariate,0.0113840285008035,0.143168444395568,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_impres_lt75,12,2,3,14,15,16,17,14,31,Non-Response,0.000244416557991519,0.0420178788332547,0.0030136717224629,0.317874769435824,mechanism,37,17,20,univariate,0.0113840285008035,0.143168444395568,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_HALLMARK_COMPLEMENT_lt50,12,2,3,14,15,16,17,14,31,Non-Response,0.000244416557991519,0.0420178788332547,0.0030136717224629,0.317874769435824,mechanism,37,17,20,univariate,0.0113840285008035,0.143168444395568,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_immune_checkpoint_genes_lt75_and_rna_geneset_gene_set_t_cell_gep_10_lt75,12,2,3,14,15,16,17,14,31,Non-Response,0.000244416557991519,0.0420178788332547,0.0030136717224629,0.317874769435824,mechanism,31,14,17,combination,0.0113840285008035,0.143168444395568,Anti-CTLA-4/Anti-PD-1
Skin Melanoma ## Anti-CTLA-4 ## Anti-PD-1,rna_geneset_gene_set_immune_checkpoint_genes_lt75_and_rna_geneset_gene_set_t_cell_gep_6_lt75,12,2,3,14,15,16,17,14,31,Non-Response,0.000244416557991519,0.0420178788332547,0.0030136717224629,0.317874769435824,mechanism,31,14,17,combination,0.0113840285008035,0.143168444395568,Anti-CTLA-4/Anti-PD-1
Pan-Cancer ## Multikinase inhibitor,clin_age_lt25_or_rna_geneset_KEGG_PROPANOATE_METABOLISM_lt25,37,44,7,42,44,86,49,81,130,Non-Response,0.000244748136002072,0.200594664064228,0.0678148868249609,0.521347491582032,mechanism,130,81,49,combination,0.0113923809074538,0.143273486390763,Multikinase inhibitor
Pan-Cancer ## Pyrimidine (ant)agonist,cn_simple_chr11_p_gt25_or_cn_simple_chr18_p_gt25,65,8,23,17,88,25,40,73,113,Non-Response,0.000244876144058052,0.169650610799735,0.0553119011226961,0.479727621902772,mechanism,113,73,40,combination,0.0113923809074538,0.143273486390763,Pyrimidine (ant)agonist
Skin Melanoma ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_6_lt50,22,29,5,44,27,73,49,51,100,Non-Response,0.000248560801304822,0.15272183255859,0.0404977095457167,0.474610127062798,mechanism,116,59,57,univariate,0.0114816730598186,0.144396447260889,Anti-PD-1
Skin Melanoma ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_10_lt50_or_rna_geneset_gene_set_t_cell_gep_6_lt50,22,29,5,44,27,73,49,51,100,Non-Response,0.000248560801304822,0.15272183255859,0.0404977095457167,0.474610127062798,mechanism,100,51,49,combination,0.0114816730598186,0.144396447260889,Anti-PD-1
Skin Melanoma ## Anti-PD-1,rna_geneset_gene_set_t_cell_gep_18_lt25_or_rna_geneset_gene_set_t_cell_gep_6_lt50,22,29,5,44,27,73,49,51,100,Non-Response,0.000248560801304822,0.15272183255859,0.0404977095457167,0.474610127062798,mechanism,100,51,49,combination,0.0114816730598186,0.144396447260889,Anti-PD-1
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_HALLMARK_ADIPOGENESIS_lt25_or_rna_geneset_HALLMARK_UNFOLDED_PROTEIN_RESPONSE_lt50,63,35,23,43,86,78,66,98,164,Non-Response,0.000248716627510821,0.299502839832754,0.146373159368427,0.59960830495755,mechanism,164,98,66,combination,0.0114823470187406,0.144404923140095,Platinum/Pyrimidine (ant)agonist
Lung NSCLC ## Anti-PD-1,clin_hasSystemicPreTreatment_and_neo_ct_lt75,22,22,1,20,23,42,21,44,65,Non-Response,0.000249437764173415,0.0519010172552296,0.00116023026194187,0.381034109650429,mechanism,65,44,21,combination,0.0115063835254642,0.144707212375938,Anti-PD-1
Lung NSCLC ## Anti-PD-1,clin_pretreatment_contains_Platinum_and_neo_ct_lt75,22,22,1,20,23,42,21,44,65,Non-Response,0.000249437764173415,0.0519010172552296,0.00116023026194187,0.381034109650429,mechanism,65,44,21,combination,0.0115063835254642,0.144707212375938,Anti-PD-1
Pan-Cancer ## Multikinase inhibitor,drivers_total_gt50_or_rna_geneset_Colostage_one_gt25,63,18,22,27,85,45,49,81,130,Non-Response,0.00024952034041493,0.235753301599015,0.100356446629493,0.537600358072243,mechanism,130,81,49,combination,0.0115063835254642,0.144707212375938,Multikinase inhibitor
Pan-Cancer ## Platinum ## Pyrimidine (ant)agonist,lilac_hla_cn_B44_gt0_or_signature_log_DBS_denovo_5_eq0,107,6,57,18,164,24,75,113,188,Non-Response,0.00025215976407481,0.179298899736591,0.05508853672091,0.504350067466125,mechanism,188,113,75,combination,0.0115886583716891,0.145741921815225,Platinum/Pyrimidine (ant)agonist
Colorectum ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_Colostage_one_lt50_or_rna_geneset_KEGG_RIBOFLAVIN_METABOLISM_lt50,23,1,5,8,28,9,13,24,37,Non-Response,0.000254036015993747,0.031211606899332,0.00059524455311506,0.309138388462503,mechanism,37,24,13,combination,0.0116551208037673,0.146577770303369,Platinum/Pyrimidine (ant)agonist
Colorectum ## Platinum ## Pyrimidine (ant)agonist,rna_geneset_gene_set_tgfb_rand1_lt50_or_rna_geneset_KEGG_RIBOFLAVIN_METABOLISM_lt50,23,1,5,8,28,9,13,24,37,Non-Response,0.000254036015993747,0.031211606899332,0.00059524455311506,0.309138388462503,mechanism,37,24,13,combination,0.0116551208037673,0.146577770303369,Platinum/Pyrimidine (ant)agonist
Breast ER+/HER- ## Aromatase inhibitor,cn_simple_chr3_q_gt25_or_rna_geneset_KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION_lt25,18,2,10,18,28,20,28,20,48,Non-Response,0.000254628354573706,0.0658998341168285,0.0061964541023684,0.362137172796132,mechanism,48,20,28,combination,0.011675708177376,0.146836682361921,Aromatase inhibitor
